date, pm25, pm10, o3, no2, so2, co
2018/4/28, 106, 83, 22, 49, 3, 14
2018/4/29, 98, 41, 29, 42, 5, 12
2018/4/30, 68, 48, 25, 46, 3, 14
2018/5/1, 72, , , , , 
2018/5/3, 42, 64, 29, 50, 2, 16
2018/5/4, 84, 57, 33, 45, 2, 15
2018/5/5, 66, 72, 32, 56, 3, 20
2018/5/6, 109, 88, 30, 46, 4, 14
2018/5/7, 112, 110, 17, 36, 5, 32
2018/5/8, 127, 47, 11, 29, 2, 19
2018/5/9, 73, 36, 10, 30, 2, 17
2018/5/10, 59, 32, 26, 40, 2, 13
2018/5/11, 48, 86, 16, 58, 3, 13
2018/5/12, 81, 71, 21, 35, 2, 22
2018/5/13, 72, 64, 33, 34, 2, 11
2018/5/14, 78, 51, 6, 31, 2, 13
2018/5/15, 54, 53, 27, 87, 2, 12
2018/5/16, 50, 38, 10, 54, 3, 12
2018/5/17, 47, 46, 23, 32, 4, 11
2018/5/18, 58, 52, 32, 38, 3, 19
2018/5/19, 55, 62, 49, 38, 4, 22
2018/5/20, 66, 81, 40, 39, 6, 21
2018/5/21, 82, 71, 28, 29, 2, 17
2018/5/22, 70, 63, 31, 27, 1, 13
2018/5/23, 66, , 24, 24, 3, 16
2018/5/24, 66, 87, 36, 25, 3, 18
2018/5/25, 93, 101, 38, 28, 3, 9
2018/5/26, 110, 115, 41, 32, 4, 11
2018/5/27, 103, 89, 37, 26, 3, 12
2018/5/28, 87, 105, 43, 32, 4, 18
2018/5/29, 96, 129, 31, 27, , 9
2018/5/30, 83, 95, 27, 27, , 13
2018/5/31, 110, 84, 14, 23, 3, 11
2018/6/1, 105, 82, 26, 25, 3, 15
2018/6/2, 88, 59, 6, 24, 4, 12
2018/6/3, 77, , , , , 
2018/6/8, 25, , 49, 30, 5, 19
2018/6/9, 46, 78, 48, 31, 8, 12
2018/6/10, 62, 86, 41, 38, 11, 20
2018/6/11, 85, 74, 36, 30, 5, 15
2018/6/12, 55, 47, 42, 29, 5, 13
2018/6/13, 57, 107, 39, 34, 10, 22
2018/6/14, 86, 48, 54, 32, 9, 14
2018/6/15, 66, 76, 17, 32, 9, 28
2018/6/16, 83, 67, 50, 31, 4, 15
2018/6/17, 63, 58, 41, 40, 7, 22
2018/6/18, 64, 92, 39, 37, 10, 28
2018/6/19, 103, 78, 52, 40, 8, 17
2018/6/20, 87, 86, 56, 47, 9, 22
2018/6/21, 121, 82, 51, 35, 9, 18
2018/6/22, 142, 84, 55, 45, 8, 34
2018/6/23, 99, 93, 50, 48, 10, 29
2018/6/24, 146, 95, 43, 47, 7, 29
2018/6/25, 152, 79, 30, 34, 7, 24
2018/6/26, 92, 69, 37, 37, 12, 21
2018/6/27, 86, 76, 52, 38, 9, 27
2018/6/28, 99, 71, 40, 36, 6, 17
2018/6/29, 116, 73, 22, 45, 6, 40
2018/6/30, 124, 73, 22, 39, 6, 
2018/1/1, 146, 81, 12, 78, 8, 18
2018/1/2, 118, 63, 12, 54, 4, 16
2018/1/3, 69, 71, 8, 70, 7, 23
2018/1/4, 127, 81, 16, 75, 6, 23
2018/1/5, 144, 85, 2, 80, 6, 18
2018/1/6, 155, 78, 9, 75, 5, 24
2018/1/7, 139, 63, 8, 78, 4, 20
2018/1/8, 116, 72, 11, 83, 6, 21
2018/1/9, 142, 84, 6, 90, 11, 24
2018/1/10, 154, 54, 13, 79, 14, 20
2018/1/11, 148, 76, 13, 92, 11, 23
2018/1/12, 155, 92, 14, 81, 7, 34
2018/1/13, 132, 74, 9, 81, 8, 20
2018/1/14, 118, 90, 14, 77, 8, 27
2018/1/15, 121, 57, 8, 57, 7, 13
2018/1/16, 77, 58, 13, 63, 13, 17
2018/1/17, 107, 61, 16, 71, 9, 18
2018/1/18, 117, 71, 15, 89, 9, 21
2018/1/19, 128, 74, 11, 75, 7, 15
2018/1/20, 105, 66, 11, 73, 4, 18
2018/1/21, 108, 97, 5, 94, 10, 25
2018/1/22, 160, 91, 12, 96, 8, 22
2018/1/23, 145, 96, 14, 83, 7, 22
2018/1/24, 122, 109, 12, 88, 7, 21
2018/1/25, 133, 83, 16, 69, 2, 9
2018/1/26, 97, 64, 2, 74, 3, 20
2018/1/27, 103, 19, 7, 45, 2, 18
2018/1/28, 45, 40, 17, 55, 3, 18
2018/1/29, 85, 75, 16, 85, 9, 21
2018/1/30, 160, 92, 5, 80, 10, 20
2018/1/31, 147, 128, 13, 98, 10, 41
2018/2/1, 171, 88, 21, 85, 8, 19
2018/2/2, 155, 118, 18, 98, 10, 28
2018/2/3, 173, 144, 11, 103, 9, 30
2018/2/4, 183, 141, 10, 105, 12, 21
2018/2/5, 188, 138, 15, 106, 10, 21
2018/2/6, 194, 136, 17, 105, 11, 23
2018/2/7, 188, 87, 1, 89, 7, 16
2018/2/8, 130, 75, 7, 70, 4, 13
2018/2/9, 132, 78, 17, 73, 7, 15
2018/2/10, 129, 73, 21, 70, 6, 16
2018/2/11, 119, 95, 2, 103, 7, 27
2018/2/12, 156, 85, 2, 90, 4, 23
2018/2/13, 120, 59, 6, 66, 3, 17
2018/2/14, 90, 72, 7, 66, 4, 21
2018/2/15, 91, 88, 8, 73, 5, 18
2018/2/16, 117, 63, 1, 77, , 21
2018/2/17, 112, 96, 1, 87, 8, 23
2018/2/18, 132, 93, 7, 81, 5, 25
2018/2/19, 112, 47, 8, 50, 4, 13
2018/2/20, 74, 80, 4, 83, 7, 26
2018/2/21, 131, 76, 7, 80, 4, 19
2018/2/22, 106, 52, 9, 52, , 16
2018/2/23, 96, 53, 3, 62, , 19
2018/2/24, 81, 43, 7, 52, 3, 17
2018/2/25, 62, 62, 17, 47, 3, 17
2018/2/26, 78, 76, 6, 68, 4, 25
2018/2/27, 110, 76, 18, 70, 3, 25
2018/2/28, 116, 85, 22, 69, 4, 20
2018/3/1, 113, 59, 23, 45, 3, 13
2018/3/2, 89, 64, 19, 44, 4, 15
2018/3/3, 68, 79, 19, 44, 3, 17
2018/3/4, 84, 88, 21, 52, 4, 20
2018/3/5, 113, 98, 17, 50, 4, 14
2018/3/6, 114, 64, 20, 49, 4, 20
2018/3/7, 75, 121, 22, 66, 6, 24
2018/3/8, 123, 117, 15, 58, 8, 16
2018/3/9, 120, 99, 25, 39, 3, 15
2018/3/10, 71, 122, 9, 57, 8, 23
2018/3/11, 119, 96, 22, 49, 4, 18
2018/3/12, 94, 63, 22, 41, 5, 17
2018/3/13, 75, 96, 24, 48, 7, 17
2018/3/14, 145, 108, 23, 64, 7, 24
2018/3/15, 130, 104, 26, 54, 7, 14
2018/3/16, 108, 57, 20, 37, 3, 13
2018/3/17, 59, 44, 27, 41, 2, 16
2018/3/18, 65, 66, 29, 64, 11, 21
2018/3/19, 105, 63, 45, 74, 8, 23
2018/3/20, 108, 85, 23, 59, 4, 13
2018/3/21, 96, 60, 30, 37, 2, 12
2018/3/22, 61, 60, 18, 57, 5, 19
2018/3/23, 77, 109, 23, 57, 4, 19
2018/3/24, 124, 99, 19, 50, 4, 20
2018/3/25, 108, 75, 31, 36, 2, 15
2018/3/26, 87, 74, 33, 37, 3, 17
2018/3/27, 83, 102, 27, 65, 5, 27
2018/3/28, 122, 101, 28, 67, 8, 17
2018/3/29, 114, 85, 21, 46, 3, 14
2018/3/30, 87, 97, 35, 35, 2, 12
2018/3/31, 83, 66, 32, 43, 6, 11
2017/10/18, 71, 52, 18, 73, 7, 27
2017/10/19, 84, 2, 8, 70, 7, 29
2017/10/20, 80, 33, 21, 83, 13, 35
2017/10/21, 106, 71, 25, 86, 8, 32
2017/10/22, 85, 110, 18, 82, 10, 36
2017/10/23, 118, 96, 20, 86, 9, 37
2017/10/24, 106, 101, 19, 91, 9, 37
2017/10/25, 108, 121, 24, 96, 17, 39
2017/10/26, 134, 103, 23, 85, 10, 35
2017/10/27, 119, 129, 15, 80, 12, 49
2017/10/28, 138, 118, 17, 85, 9, 41
2017/10/29, 127, 122, 12, 90, 12, 42
2017/10/30, 132, 117, 22, 82, 10, 33
2017/10/31, 119, 166, 14, 77, 9, 35
2017/11/1, 138, 170, 12, 72, 7, 28
2017/11/2, 139, 160, 10, 68, 6, 23
2017/11/3, 134, 131, 13, 72, 7, 24
2017/11/4, 117, 90, 13, 72, 5, 24
2017/11/5, 96, 118, 15, 82, 8, 39
2017/11/6, 134, 121, 18, 91, 9, 42
2017/11/7, 137, 108, 18, 93, 6, 37
2017/11/8, 127, 95, 16, 89, 6, 35
2017/11/9, 113, 80, 15, 77, 5, 30
2017/11/10, 92, 78, 12, 73, 5, 28
2017/11/11, 82, 110, 14, 67, 5, 21
2017/11/12, 112, 77, 16, 71, 7, 23
2017/11/13, 109, 86, 12, 82, 8, 28
2017/11/14, 125, 86, 17, 85, 7, 29
2017/11/15, 129, 77, 17, 78, 8, 27
2017/11/16, 112, 74, 20, 75, 9, 27
2017/11/17, 111, 78, 15, 78, 12, 33
2017/11/18, 116, 73, 10, 75, 8, 27
2017/11/19, 108, 94, 12, 88, 11, 35
2017/11/20, 139, 91, 11, 76, 9, 23
2017/11/21, 124, 64, 5, 69, 5, 24
2017/11/22, 71, 72, 12, 64, 5, 20
2017/11/23, 86, 38, 15, 53, 2, 15
2017/11/24, 54, 88, 17, 45, 2, 17
2017/11/25, 49, 61, 10, 55, 5, 16
2017/11/26, 76, 75, 10, 67, 6, 22
2017/11/27, 104, 85, 9, 67, 7, 25
2017/11/28, 120, 73, 9, 63, 9, 26
2017/11/29, 117, 92, 10, 81, 7, 36
2017/11/30, 135, 84, 10, 70, 7, 27
2017/12/1, 134, 60, 13, 63, 5, 25
2017/12/2, 102, 77, 11, 69, 5, 25
2017/12/3, 118, 74, 12, 74, 8, 22
2017/12/4, 143, 87, 10, 91, 8, 26
2017/12/5, 149, 88, 7, 88, 7, 21
2017/12/6, 150, 68, 10, 75, 8, 23
2017/12/7, 92, , , , , 
2017/12/10, 97, 79, 7, 63, 10, 13
2017/12/11, 120, 66, 10, 71, 8, 23
2017/12/12, 102, 88, 7, 80, 16, 27
2017/12/13, 138, 65, 12, 72, 12, 21
2017/12/14, 117, 66, 14, 79, 16, 22
2017/12/15, 125, 85, 6, 95, 11, 33
2017/12/16, 147, 106, 8, 101, 11, 32
2017/12/17, 169, 105, 8, 102, 11, 34
2017/12/18, 167, 111, 6, 105, 12, 34
2017/12/19, 174, 117, 5, 104, 13, 33
2017/12/20, 173, 133, 4, 98, 15, 49
2017/12/21, 174, 63, 10, 103, 8, 23
2017/12/22, 126, 77, 6, 105, 10, 29
2017/12/23, 132, 99, 6, 100, 11, 41
2017/12/24, 145, 120, 5, 88, 11, 41
2017/12/25, 145, 69, 8, 79, 7, 19
2017/12/26, 100, 87, 11, 65, 6, 21
2017/12/27, 97, 69, 10, 67, 7, 23
2017/12/28, 97, 88, 13, 73, 6, 26
2017/12/29, 134, 85, 9, 74, 14, 23
2017/12/30, 134, , , , , 
2017/4/7, 55, 26, 22, , 4, 12
2017/4/8, 45, 35, 18, , 3, 14
2017/4/9, 65, 55, 13, , 2, 12
2017/4/10, 68, 67, 2, , 3, 
2017/4/11, 74, 41, 10, , 2, 30
2017/1/2, 158, 39, 6, , 10, 25
2017/1/3, 87, 62, 10, , 28, 46
2017/1/4, 113, 51, 10, , 36, 25
2017/1/5, 90, 69, 11, , , 40
2017/1/6, 139, 65, 10, , , 37
2017/1/7, 152, 72, 10, , , 35
2017/1/8, 163, 77, 11, , 29, 36
2017/1/9, 174, 62, 10, , 28, 30
2017/1/10, 163, 74, 9, , 27, 49
2017/1/11, 160, 87, 11, , 35, 53
2017/1/12, 167, 67, 11, , 28, 36
2017/1/13, 149, 55, 13, , 17, 24
2017/1/14, 120, 64, 14, , 16, 31
2017/1/15, 117, 59, 14, , 14, 25
2017/1/16, 134, 60, 8, , 37, 34
2017/1/18, 155, 50, 11, , 34, 23
2017/1/19, 168, 67, 10, , 33, 26
2017/1/20, 106, 53, 8, , 18, 19
2017/1/21, 131, , 9, , 34, 33
2017/1/22, 137, 41, 10, , 42, 21
2017/1/23, 95, 9, 13, , 41, 28
2017/1/24, 116, , 11, , 19, 18
2017/1/25, 129, , 11, , 50, 29
2017/1/26, 127, , 11, , , 
2017/1/27, 133, , 11, , 50, 13
2017/1/28, 123, , 9, , , 13
2017/1/29, 54, 45, 11, , 24, 15
2017/1/30, 51, 69, 11, , 33, 17
2017/1/31, 152, 55, 12, , 10, 15
2017/2/1, 91, 46, 11, , 23, 16
2017/2/2, 88, 32, 12, , 14, 13
2017/2/3, 45, 72, 11, , 20, 21
2017/2/4, 115, 68, 11, , 32, 26
2017/2/5, 142, 120, 10, , 46, 23
2017/2/6, 147, 56, 10, , 31, 22
2017/2/7, 125, 31, , , 29, 42
2017/2/8, 127, 67, , , , 27
2017/2/9, 136, 39, , , , 
2017/2/10, 94, 47, 1, , , 16
2017/2/11, 53, 46, 2, , , 10
2017/2/12, 66, 42, 1, , , 
2017/2/13, 143, 263, 1, , , 28
2017/2/14, 84, , , , , 
2016/11/8, 38, 54, 9, , 13, 21
2016/11/9, 77, 80, 10, , 13, 36
2016/11/10, 91, 92, 9, , 17, 52
2016/11/11, 83, 87, , , 21, 59
2016/11/12, 88, 95, 10, , 20, 63
2016/11/13, 166, 107, 10, , 18, 71
2016/11/14, 180, , 9, , 19, 69
2016/11/15, 158, , 10, , 20, 54
2016/11/16, 168, , 9, , 17, 55
2016/11/17, 160, , 10, , 13, 49
2016/11/18, 145, , 12, , 22, 58
2016/11/19, 107, 55, 12, , 18, 41
2016/11/20, 62, 53, 9, , 15, 19
2016/11/21, 49, 15, 9, , 13, 14
2016/11/22, 57, 17, 9, , 10, 15
2016/11/23, 50, 20, 9, , 17, 15
2016/11/24, 61, , , , 21, 16
2016/11/25, 77, 18, 10, , 26, 14
2016/11/26, 104, 15, 10, , 32, 19
2016/11/27, 126, 31, 10, , 34, 19
2016/11/28, 131, , 10, , 25, 24
2016/11/29, 151, , 10, , 23, 48
2016/11/30, 171, , 9, , 33, 59
2016/12/1, 162, , , , 33, 
2016/12/2, 143, 50, 10, , 27, 
2016/12/3, 120, 27, 8, , 22, 69
2016/12/4, 122, , , , 24, 66
2016/12/5, 144, , 9, , 28, 62
2016/12/6, 142, , , , 31, 43
2016/12/7, 98, , , , 31, 24
2016/12/8, 148, , , , 33, 74
2016/12/9, 100, , , , 24, 42
2016/12/10, 87, , , , 33, 
2016/12/11, 152, , , , 42, 30
2016/12/12, 111, , 9, , 34, 28
2016/12/13, 133, , 26, , , 43
2016/12/14, 154, , , , 36, 30
2016/12/15, 140, , , , 48, 20
2016/12/16, 94, , , , 32, 26
2016/12/17, 104, , , , 26, 35
2016/12/18, 74, , , , 21, 
2016/12/19, 86, , , , 22, 19
2016/12/20, 69, , , , 33, 18
2016/12/21, 102, , , , 25, 18
2016/12/22, 153, , , , 26, 31
2016/12/23, 171, , , , 36, 31
2016/12/24, 169, , , , 27, 30
2016/12/25, 152, , , , 12, 16
2016/12/26, 152, , , , 20, 21
2016/12/27, 167, , , , 22, 49
2016/12/28, 126, , , , 17, 30
2016/12/29, 113, , , , 26, 42
2016/12/30, 150, , 7, , 27, 43
2016/12/31, 155, 54, 7, , 23, 
2017/1/1, 164, 63, 6, , 18, 27
2016/4/1, 44, 22, 9, , , 44
2016/4/2, 48, 38, 20, , , 39
2016/4/3, 61, 46, 17, , , 54
2016/4/4, 68, 37, 18, , , 50
2016/4/5, 49, 56, 16, , , 63
2016/4/6, 90, 59, 15, , , 
2016/4/7, 85, 55, 14, , , 
2016/4/8, 73, 43, 15, , , 
2016/4/9, 62, 42, 15, , , 58
2016/4/10, 66, 45, 15, , , 29
2016/4/11, 69, 54, 10, , , 58
2016/4/12, 76, 55, 7, , , 58
2016/4/13, 85, 49, 5, , , 40
2016/4/14, 90, 41, 15, , , 40
2016/4/15, 72, 29, 17, , , 29
2016/4/16, 39, 25, 17, , , 21
2016/4/17, 33, 27, 17, , , 22
2016/4/18, 39, 30, 16, , , 27
2016/4/19, 54, 32, 17, , , 34
2016/4/20, 50, 50, 18, , , 56
2016/4/21, 82, 53, 19, , , 84
2016/4/22, 79, 56, 18, , , 36
2016/4/23, 60, 54, , , , 50
2016/4/24, 59, 60, 12, , , 34
2016/4/25, 69, 79, 16, , , 39
2016/4/26, 94, 78, 15, , , 44
2016/4/27, 113, 65, 16, , , 50
2016/4/28, 125, 65, 13, , , 37
2016/4/29, 82, 64, 19, , , 18
2016/4/30, 81, 50, 15, , , 23
2016/5/1, 60, 55, 17, , , 22
2016/5/2, 62, 61, , , , 24
2016/5/3, 73, 57, 19, , , 28
2016/5/4, 75, 61, , , , 
2016/5/5, 92, 54, 15, , , 22
2016/5/6, 62, 45, 14, , , 32
2016/5/7, 58, 52, 15, , , 29
2016/5/8, 66, 54, 16, , , 49
2016/5/9, 69, 49, 15, , , 26
2016/5/10, 57, 49, 15, , , 25
2016/5/11, 55, 48, 27, , , 33
2016/5/12, 70, 40, 15, , , 23
2016/5/13, 58, 50, 15, , , 35
2016/5/14, 67, 60, , , , 36
2016/5/15, 75, 67, , , , 48
2016/5/16, 80, 67, , , , 31
2016/5/17, 74, 63, , , , 33
2016/5/18, 68, 60, 8, , , 26
2016/5/19, 67, 59, 8, , , 23
2016/5/20, 64, 60, 8, , , 34
2016/5/21, 54, 56, 15, , , 26
2016/5/22, 50, 51, 16, , , 48
2016/5/23, 60, 49, 11, , , 50
2016/5/24, 53, 62, 19, , , 41
2016/5/26, 148, 62, 18, , , 
2016/5/27, 85, 58, 16, , , 
2016/5/28, 90, 63, 11, , , 
2016/1/4, 60, 61, 7, , , 48
2016/1/5, 104, 62, 6, , , 
2016/1/6, 95, 52, 7, , , 
2016/1/7, 65, 67, 5, , , 
2016/1/8, 119, 59, 5, , , 
2016/1/9, 115, 31, 8, , , 
2016/1/10, 61, 43, 6, , , 64
2016/1/11, 68, 62, 5, , , 
2016/1/12, 111, 73, , , , 39
2016/1/13, 140, 78, , , , 58
2016/1/14, 142, 89, 5, , , 
2016/1/15, 156, 81, 6, , , 
2016/1/16, 143, 68, 5, , , 
2016/1/17, 117, 68, 6, , , 42
2016/1/18, 119, 65, 6, , , 36
2016/1/19, 113, 64, 5, , , 
2016/1/20, 109, 71, 7, , , 60
2016/1/21, 115, 69, 7, , , 62
2016/1/22, 109, 64, 7, , , 
2016/1/23, 103, 47, 5, , , 
2016/1/24, 64, 49, 7, , , 
2016/1/25, 67, 37, 10, , , 28
2016/1/26, 53, 47, 9, , , 41
2016/1/27, 79, 45, 10, , , 35
2016/1/28, 74, 39, 9, , , 29
2016/1/29, 71, 49, 8, , , 42
2016/1/30, 89, 59, 6, , , 35
2016/1/31, 109, 58, 7, , , 43
2016/2/1, 108, 67, 7, , , 49
2016/2/2, 118, 71, 7, , , 42
2016/2/3, 128, 58, 9, , , 44
2016/2/4, 104, 74, , , , 72
2016/2/5, 133, 84, 8, , , 59
2016/2/6, 151, 83, 6, , , 48
2016/2/7, 146, 58, 7, , , 
2016/2/8, 94, 42, 5, , , 26
2016/2/9, 59, 45, 7, , , 44
2016/2/10, 70, 45, 6, , , 38
2016/2/11, 76, 56, 9, , , 41
2016/2/12, 105, 70, 8, , , 53
2016/2/13, 130, 82, 7, , , 49
2016/2/14, 146, 79, 7, , , 45
2016/2/15, 137, 85, 8, , , 49
2016/2/16, 148, 73, 8, , , 47
2016/2/17, 129, 74, 9, , , 36
2016/2/18, 96, 64, , , , 36
2016/2/19, 101, 59, 12, , , 40
2016/2/20, 82, 94, 12, , , 33
2016/2/21, 88, 175, 12, , , 86
2016/2/22, 119, 103, 6, , , 60
2016/2/23, 103, 77, 7, , , 
2016/2/24, 75, 45, , , , 26
2016/2/25, 56, 63, 12, , , 59
2016/2/26, 99, 63, 10, , , 54
2016/2/27, 97, 62, 8, , , 73
2016/2/28, 78, 65, 8, , , 14
2016/2/29, 79, 63, 6, , , 21
2016/3/1, 66, 70, 10, , , 32
2016/3/2, 78, 60, 9, , , 83
2016/3/3, 86, 60, 17, , , 55
2016/3/4, 91, 66, 15, , , 53
2016/3/5, 105, 94, 6, , , 69
2016/3/6, 119, 78, 10, , , 80
2016/3/7, 88, 57, 14, , , 57
2016/3/8, 60, 64, 14, , , 78
2016/3/9, 103, 55, 13, , , 89
2016/3/10, 84, 60, 14, , , 90
2016/3/11, 94, 56, 14, , , 
2016/3/12, 70, 62, 16, , , 48
2016/3/13, 80, 59, 16, , , 37
2016/3/14, 61, 49, 12, , , 41
2016/3/15, 64, 112, 13, , , 33
2016/3/16, 127, 86, 13, , , 21
2016/3/17, 93, 29, 16, , , 19
2016/3/18, 54, 27, 17, , , 18
2016/3/19, 43, 23, 17, , , 19
2016/3/20, 41, 33, 13, , , 21
2016/3/21, 42, 51, 12, , , 53
2016/3/22, 61, 25, 17, , , 44
2016/3/23, 38, 26, 19, , , 29
2016/3/24, 45, 43, 13, , , 63
2016/3/25, 70, 54, 13, , , 65
2016/3/26, 71, 36, 9, , , 49
2016/3/27, 52, 27, 7, , , 27
2016/3/28, 47, 45, 19, , , 49
2016/3/29, 65, 25, 22, , , 34
2016/3/30, 34, 24, 23, , , 28
2016/3/31, 34, 24, 16, , , 55
2015/10/1, 100, 500, 135, 101, 33, 71
2015/10/2, 118, 500, 185, 102, 30, 36
2015/10/3, 76, 500, 154, 100, 30, 79
2015/10/4, 81, 500, 130, 100, 31, 44
2015/10/5, 78, 500, 159, 86, 30, 61
2015/10/6, 67, , 175, 102, 32, 47
2015/10/7, 84, , 172, 63, 32, 39
2015/10/8, 84, , 189, 39, 33, 
2015/10/9, 79, , 163, 36, 31, 45
2015/10/10, 57, , 200, 35, 29, 52
2015/10/11, 53, , , 39, 30, 50
2015/10/12, 63, , 133, , 32, 42
2015/10/13, 63, , 104, , 32, 43
2015/10/14, 100, , 64, , 33, 31
2015/10/15, 115, , 500, , , 40
2015/10/16, 60, , 21, , , 31
2015/10/17, 60, , 12, , , 30
2015/10/18, 51, , 26, 63, , 59
2015/10/19, 88, , 26, 37, , 48
2015/10/20, 78, , 23, 33, , 
2015/10/21, 62, , 21, 24, , 25
2015/10/22, 60, , 21, 24, , 10
2015/10/23, 66, , 21, 22, , 21
2015/10/24, 56, , 24, 33, , 48
2015/10/25, 58, , 24, 34, , 28
2015/10/26, 80, , 19, 32, , 32
2015/10/27, 85, , 16, 27, , 15
2015/10/28, 64, , 14, 23, , 29
2015/10/29, 69, , 11, 23, , 11
2015/10/30, 58, , 11, 23, , 15
2015/10/31, 48, , 12, 19, , 
2015/11/1, 45, , 10, 16, , 12
2015/11/2, 39, , 11, 16, , 10
2015/11/30, 108, 104, , 41, 9, 25
2015/12/1, 69, 71, , 46, , 7
2015/12/2, 62, 66, 10, 28, , 25
2015/12/3, 63, 75, 13, 34, , 34
2015/12/4, 79, 68, 15, 24, , 23
2015/12/5, 49, 70, , , , 
2015/12/6, 81, , , , , 6
2015/12/7, 68, 37, , , , 21
2015/12/8, 66, 58, 2, , , 29
2015/12/9, 118, 57, , , , 29
2015/12/10, 120, , , , , 7
2015/12/11, 90, 26, 2, , , 22
2015/12/12, 102, 46, 4, , , 23
2015/12/13, 148, 60, 2, , , 
2015/12/14, 157, 46, , , , 
2015/12/15, 152, 52, , , , 
2015/12/16, 227, 64, , , , 
2015/12/17, 500, 63, , , , 
2015/12/18, 500, 58, 2, , , 
2015/12/19, 157, 68, 2, , , 
2015/12/20, 161, 55, 2, , , 
2015/12/21, 149, 55, 2, , , 
2015/12/22, 129, , 2, , , 
2015/12/23, 160, 54, , , , 14
2015/12/24, 156, 58, 3, , , 
2015/12/25, 155, 50, 3, , , 31
2015/12/26, 153, 67, 3, , , 47
2015/12/27, 166, 73, 3, , , 
2015/12/28, 168, 76, , , , 29
2015/12/29, 160, 80, 7, , , 41
2015/12/30, 156, , , , , 
2016/1/2, 63, 38, , , , 
2016/1/3, 52, 38, 9, , , 30
2015/9/22, 84, 139, 139, , 30, 58
2015/9/23, 89, 282, 164, , 35, 72
2015/9/24, 94, 253, , , 32, 76
2015/9/25, 76, 293, , , 33, 63
2015/9/26, 61, 273, , , 29, 34
2015/9/27, 62, 500, 85, 77, 28, 40
2015/9/28, 57, 500, 100, 83, 28, 44
2015/9/29, 62, 500, 119, 90, 32, 39
2015/9/30, 57, 500, 127, 91, 30, 46
2015/4/1, 36, , , , , 
2015/4/4, 69, 48, 72, 45, 21, 34
2015/4/5, 61, 54, 79, 50, 21, 55
2015/4/6, 59, 49, 55, 50, 19, 28
2015/4/7, 55, 53, 64, 58, 21, 38
2015/4/8, 54, 57, 67, 55, 23, 35
2015/4/9, 61, 57, 60, 50, 22, 40
2015/4/10, 65, 56, 55, 45, 17, 21
2015/4/11, 63, 50, 48, 43, 19, 26
2015/4/12, 63, , , , , 
2015/4/14, 72, 40, 90, 39, 17, 21
2015/4/15, 45, 46, 111, 43, 18, 31
2015/4/16, 58, 157, 77, 42, 22, 25
2015/4/17, 106, 500, 92, 39, 22, 22
2015/4/18, 109, 500, 69, 38, 12, 23
2015/4/19, 102, 138, 72, 40, 19, 26
2015/4/20, 64, 59, 58, 40, 23, 38
2015/4/21, 75, 74, 50, 39, 23, 44
2015/4/22, 99, 98, 46, 39, 22, 25
2015/4/23, 121, , , , , 
2015/4/25, 108, , , , , 
2015/5/3, 88, 55, 56, 94, 21, 37
2015/5/4, 60, 53, 52, 47, 25, 39
2015/5/5, 54, 57, 47, 36, 21, 21
2015/5/6, 70, 53, 42, 32, 18, 28
2015/5/7, 69, , , , , 
2015/5/10, 73, 45, 53, 34, 57, 21
2015/5/11, 60, 51, 54, 16, 27, 24
2015/5/12, 61, 61, 51, 49, , 58
2015/5/13, 80, 68, 52, 84, 25, 43
2015/5/14, 93, 81, 36, 66, 20, 35
2015/5/15, 108, 71, 115, 71, 17, 26
2015/5/16, 98, 50, 135, 67, 20, 23
2015/5/17, 73, 56, 116, 101, 26, 28
2015/5/18, 75, 57, 54, 86, 28, 45
2015/5/19, 82, 58, 52, 92, 28, 39
2015/5/20, 75, 87, 70, 83, 28, 28
2015/5/21, 88, 90, 96, 84, 20, 25
2015/5/22, 94, 65, 115, 75, 22, 25
2015/5/23, 105, 56, 43, 67, 24, 23
2015/5/24, 91, 58, 73, 78, 30, 28
2015/5/25, 98, 60, 92, 87, 26, 27
2015/5/26, 94, 60, 101, 82, 22, 32
2015/5/27, 82, 74, 74, 82, 23, 25
2015/5/28, 113, 89, 84, 77, 24, 33
2015/5/29, 125, 107, 39, 69, 22, 28
2015/5/30, 132, 62, 41, 69, 22, 26
2015/5/31, 84, 62, 51, 94, 25, 35
2015/6/1, 89, 66, 48, 68, 33, 22
2015/6/2, 97, 76, 43, 58, 29, 16
2015/6/3, 91, 65, 45, 55, 25, 15
2015/6/4, 85, 53, 46, 58, 23, 22
2015/6/5, 110, 171, , 58, 26, 20
2015/6/6, 114, 500, 39, 68, 30, 20
2015/6/7, 97, 427, 36, 62, , 50
2015/6/8, 136, 139, 53, 69, 12, 26
2015/6/9, 141, 94, 42, 58, 21, 21
2015/6/10, 110, 67, 46, 69, 23, 23
2015/6/11, 124, 61, 44, 70, 23, 20
2015/6/12, 136, 75, 52, 66, 29, 53
2015/6/13, 111, 148, 67, 66, 21, 24
2015/6/14, 133, 121, 68, 76, 33, 54
2015/6/15, 148, 109, 33, 58, 37, 20
2015/6/22, 138, 97, 76, 83, 32, 40
2015/6/23, 159, 82, 73, 65, 31, 33
2015/6/24, 133, 71, 49, 62, 34, 30
2015/6/25, 112, 62, 63, 62, 100, 26
2015/6/26, 90, 80, 69, 75, 42, 37
2015/6/27, 108, 90, 69, 78, 32, 28
2015/6/28, 152, 79, 54, 97, 32, 46
2015/6/29, 152, 84, 54, 99, 31, 40
